,day,treatment,metarep,rep,rep_a,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,edge,mediaan,metapop
1,1,16,2,32,B,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,162
2,1,16,2,33,C,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,162
3,1,16,1,28,A,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,161
4,1,16,1,29,B,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,161
5,1,4,5,13,A,19,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,45
6,1,4,5,14,B,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,45
7,1,8,3,20,B,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,83
8,1,8,3,19,A,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,83
9,1,8,3,21,C,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,83
10,1,8,4,22,A,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,84
11,1,16,5,37,A,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,165
12,1,8,2,18,A,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,82
13,1,16,3,35,B,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,163
14,1,16,3,34,A,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,163
15,1,8,4,23,B,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,84
16,1,8,4,24,C,17,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,84
17,1,4,1,1,A,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,41
18,1,4,1,2,B,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,41
19,1,8,5,25,A,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,85
20,1,8,5,26,B,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,85
21,1,8,5,27,C,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,85
22,1,16,1,30,C,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,161
23,1,4,3,9,C,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,43
24,1,4,2,4,A,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,42
25,1,4,4,11,B,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,44
26,1,4,4,10,A,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,44
27,1,8,1,15,A,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,81
28,1,4,4,12,C,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,44
29,1,16,4,36,A,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,164
30,1,4,3,7,A,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,43
31,1,4,3,8,B,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,43
32,1,8,1,17,C,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,81
33,1,8,1,16,B,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,81
34,1,4,2,6,C,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,42
35,1,4,2,5,B,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,42
36,1,4,1,3,C,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,41
37,1,16,2,31,A,22,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,162
38,3,16,2,32,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,162
39,3,16,2,33,C,2,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,162
40,3,16,1,28,A,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,161
41,3,16,1,29,B,22,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,161
42,3,4,5,13,A,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,45
43,3,4,5,14,B,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,45
44,3,8,3,20,B,4,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,83
45,3,8,3,19,A,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,83
46,3,8,3,21,C,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,83
47,3,8,4,22,A,16,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,84
48,3,16,5,37,A,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,165
49,3,8,2,18,A,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,82
50,3,16,3,35,B,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,163
51,3,16,3,34,A,2,9,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,163
52,3,8,4,23,B,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,84
53,3,8,4,24,C,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,84
54,3,4,1,1,A,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,41
55,3,4,1,2,B,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,41
56,3,8,5,25,A,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,85
57,3,8,5,26,B,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,85
58,3,8,5,27,C,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,85
59,3,16,1,30,C,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,161
60,3,4,3,9,C,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,43
61,3,4,2,4,A,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,42
62,3,4,4,11,B,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,44
63,3,4,4,10,A,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,44
64,3,8,1,15,A,20,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,81
65,3,4,4,12,C,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,44
66,3,16,4,36,A,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,164
67,3,4,3,7,A,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,43
68,3,4,3,8,B,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,43
69,3,8,1,17,C,15,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,81
70,3,8,1,16,B,7,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,81
71,3,4,2,6,C,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,42
72,3,4,2,5,B,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,42
73,3,4,1,3,C,18,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,41
74,3,16,2,31,A,4,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,162
75,5,16,2,32,B,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,162
76,5,16,2,33,C,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,162
77,5,16,1,28,A,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,161
78,5,16,1,29,B,21,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,161
79,5,4,5,13,A,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,45
80,5,4,5,14,B,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,45
81,5,8,3,20,B,2,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,83
82,5,8,3,19,A,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,83
83,5,8,3,21,C,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,83
84,5,8,4,22,A,11,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,84
85,5,16,5,37,A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,165
86,5,8,2,18,A,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,82
87,5,16,3,35,B,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,163
88,5,16,3,34,A,1,3,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,163
89,5,8,4,23,B,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,84
90,5,8,4,24,C,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,84
91,5,4,1,1,A,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,41
92,5,4,1,2,B,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,41
93,5,8,5,25,A,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,85
94,5,8,5,26,B,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,85
95,5,8,5,27,C,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,85
96,5,16,1,30,C,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,161
97,5,4,3,9,C,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,43
98,5,4,2,4,A,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,42
99,5,4,4,11,B,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,44
100,5,4,4,10,A,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,44
101,5,8,1,15,A,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,81
102,5,4,4,12,C,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,44
103,5,16,4,36,A,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,164
104,5,4,3,7,A,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,43
105,5,4,3,8,B,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,43
106,5,8,1,17,C,6,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,81
107,5,8,1,16,B,3,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,81
108,5,4,2,6,C,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,42
109,5,4,2,5,B,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,42
110,5,4,1,3,C,4,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,41
111,5,16,2,31,A,2,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,162
112,7,16,2,32,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,162
113,7,16,2,33,C,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,162
114,7,16,1,28,A,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,161
115,7,16,1,29,B,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,161
116,7,4,5,13,A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,45
117,7,4,5,14,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
118,7,8,3,20,B,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,83
119,7,8,3,19,A,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,83
120,7,8,3,21,C,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,83
121,7,8,4,22,A,13,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,84
122,7,16,5,37,A,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,165
123,7,8,2,18,A,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,82
124,7,16,3,35,B,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,163
125,7,16,3,34,A,2,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,163
126,7,8,4,23,B,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,84
127,7,8,4,24,C,2,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,84
128,7,4,1,1,A,15,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,41
129,7,4,1,2,B,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,41
130,7,8,5,25,A,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,85
131,7,8,5,26,B,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,85
132,7,8,5,27,C,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,85
133,7,16,1,30,C,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,161
134,7,4,3,9,C,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,43
135,7,4,2,4,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,42
136,7,4,4,11,B,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,44
137,7,4,4,10,A,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,44
138,7,8,1,15,A,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,81
139,7,4,4,12,C,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,44
140,7,16,4,36,A,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,164
141,7,4,3,7,A,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,43
142,7,4,3,8,B,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,43
143,7,8,1,17,C,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,81
144,7,8,1,16,B,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,81
145,7,4,2,6,C,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,42
146,7,4,2,5,B,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,42
147,7,4,1,3,C,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,41
148,7,16,2,31,A,1,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,162
149,9,16,2,32,B,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,162
150,9,16,2,33,C,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,162
151,9,16,1,28,A,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,161
152,9,16,1,29,B,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,161
153,9,4,5,13,A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,45
154,9,4,5,14,B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,45
155,9,8,3,20,B,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,83
156,9,8,3,19,A,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,83
157,9,8,3,21,C,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,83
158,9,8,4,22,A,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,84
159,9,16,5,37,A,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,165
160,9,8,2,18,A,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,82
161,9,16,3,35,B,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,163
162,9,16,3,34,A,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,163
163,9,8,4,23,B,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,84
164,9,8,4,24,C,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,84
165,9,4,1,1,A,11,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,41
166,9,4,1,2,B,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,41
167,9,8,5,25,A,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,85
168,9,8,5,26,B,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,85
169,9,8,5,27,C,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,85
170,9,16,1,30,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,161
171,9,4,3,9,C,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,43
172,9,4,2,4,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
173,9,4,4,11,B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,44
174,9,4,4,10,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,44
175,9,8,1,15,A,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,81
176,9,4,4,12,C,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,44
177,9,16,4,36,A,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,164
178,9,4,3,7,A,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,43
